id,user_id,date,flight_number,from,to,departure_time,arrival_time,duration,airline,aircraft,registration,seat_number,seat_type,flight_class,flight_reason,note
a3b74c7a-4fc6-4455-a245-eea0a98b05c1,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2017-12-08,KL1979,396b4148-bd30-4b98-963c-4229cb9d4318,ae576c29-3f92-464d-a24e-8be699b4a1d9,21:05:00,23:05:00,02:00:00,ae290bbc-85ad-435a-9b8a-bb0cd7597545,c0c623c4-f23d-4969-b4db-5f5641bb0676,PH-BXD,12C,Aisle,Economy,Business,
e34ad41c-b222-4176-90a3-395ed85c9cac,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-01-08,FR4091,ae576c29-3f92-464d-a24e-8be699b4a1d9,e0657f1a-3453-4bee-ad9e-fa7e93a053cf,16:20:00,17:30:00,01:10:00,dd906879-a36f-43c3-bfc1-94c6c183b7ab,c0c623c4-f23d-4969-b4db-5f5641bb0676,EI-FZN,6F,Window,Economy,Business,
57313cb6-57c5-4689-9dd5-d35577ec51c8,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-01-10,FR4092,e0657f1a-3453-4bee-ad9e-fa7e93a053cf,ae576c29-3f92-464d-a24e-8be699b4a1d9,17:20:00,18:30:00,01:10:00,dd906879-a36f-43c3-bfc1-94c6c183b7ab,c0c623c4-f23d-4969-b4db-5f5641bb0676,EI-ESV,26D,Aisle,Economy,Business,
8702b7e7-37e0-4cf7-b933-1ca8c6eed40d,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-02-06,FR605,ae576c29-3f92-464d-a24e-8be699b4a1d9,d549830a-90a9-42c9-91aa-8cfd43faddab,19:30:00,21:30:00,02:00:00,dd906879-a36f-43c3-bfc1-94c6c183b7ab,c0c623c4-f23d-4969-b4db-5f5641bb0676,EI-ENG,24D,Aisle,Economy,Business,
bc10de4b-868b-48da-9859-34e5c9d0496b,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-02-08,FR604,d549830a-90a9-42c9-91aa-8cfd43faddab,ae576c29-3f92-464d-a24e-8be699b4a1d9,21:55:00,23:45:00,01:50:00,dd906879-a36f-43c3-bfc1-94c6c183b7ab,c0c623c4-f23d-4969-b4db-5f5641bb0676,EI-ENG,24D,Aisle,Economy,Business,
f489316a-7d65-4254-9a1c-c198e65aec98,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-02-14,TK1038,ae576c29-3f92-464d-a24e-8be699b4a1d9,58068f24-2708-4cef-9166-d794e5d9de49,20:05:00,00:15:00,02:10:00,0f074206-403e-4e4a-96d4-272d03666848,c0c623c4-f23d-4969-b4db-5f5641bb0676,TC-JGP,7C,Aisle,Economy,Leisure,
d1c279c6-a337-4a35-b3d6-d28c465273cc,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-02-15,TK90,58068f24-2708-4cef-9166-d794e5d9de49,ee39fa6b-89f9-4a84-82b6-1aeefe74b053,02:20:00,18:25:00,10:05:00,0f074206-403e-4e4a-96d4-272d03666848,4af7ed2e-f686-41ec-b0b6-ca7a14a465a8,TC-JJE,24C,Aisle,Economy,Leisure,
ccd03b73-2bba-41d3-a53c-3fef54ffded3,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-02-19,TK89,ee39fa6b-89f9-4a84-82b6-1aeefe74b053,58068f24-2708-4cef-9166-d794e5d9de49,23:20:00,05:35:00,12:15:00,0f074206-403e-4e4a-96d4-272d03666848,b49b36f6-387a-46bf-a374-60b5ba0226f9,TC-JOA,22B,Aisle,Economy,Leisure,
c9843f7c-17cd-49a6-85d0-49835e7de2c1,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-02-20,TK1035,58068f24-2708-4cef-9166-d794e5d9de49,ae576c29-3f92-464d-a24e-8be699b4a1d9,08:20:00,08:20:00,02:00:00,0f074206-403e-4e4a-96d4-272d03666848,3eff0aaf-30a8-4585-a55e-e2604b553bb0,TC-JYE,6D,Aisle,Economy,Leisure,
99c46119-05e5-4446-aaeb-30034e0de717,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-02-25,FR4091,ae576c29-3f92-464d-a24e-8be699b4a1d9,e0657f1a-3453-4bee-ad9e-fa7e93a053cf,16:25:00,17:35:00,01:10:00,dd906879-a36f-43c3-bfc1-94c6c183b7ab,c0c623c4-f23d-4969-b4db-5f5641bb0676,EI-ENW,28D,Aisle,Economy,Business,
e181218c-6aef-4f91-aa2c-1e3fbe5df326,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-02-26,FR4092,e0657f1a-3453-4bee-ad9e-fa7e93a053cf,ae576c29-3f92-464d-a24e-8be699b4a1d9,17:55:00,19:05:00,01:10:00,dd906879-a36f-43c3-bfc1-94c6c183b7ab,c0c623c4-f23d-4969-b4db-5f5641bb0676,EI-EKT,27D,Aisle,Economy,Business,
0ac20368-abae-4f18-b6ee-73ca0fc8e288,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-04-08,AY1252,ae576c29-3f92-464d-a24e-8be699b4a1d9,15bd382d-c120-4385-94f6-95cfe61f1762,11:40:00,15:00:00,02:20:00,cc41577b-3d8b-473e-a53e-8151d5a29bb0,91bbc220-843d-4956-98c8-2695400592b4,OH-LVK,7D,Aisle,Economy,Leisure,
09d7d989-3282-49df-968f-ebb9ec113687,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-04-08,AY41,15bd382d-c120-4385-94f6-95cfe61f1762,ee39fa6b-89f9-4a84-82b6-1aeefe74b053,17:30:00,08:20:00,08:50:00,cc41577b-3d8b-473e-a53e-8151d5a29bb0,82bb6d20-1510-46e9-8c4c-0468d32bad1a,OH-LWI,33C,Aisle,Economy,Leisure,
a19a2927-e5ce-46be-be2f-ac3fb5fbb12e,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-04-20,AY42,ee39fa6b-89f9-4a84-82b6-1aeefe74b053,15bd382d-c120-4385-94f6-95cfe61f1762,10:20:00,13:55:00,09:35:00,cc41577b-3d8b-473e-a53e-8151d5a29bb0,82bb6d20-1510-46e9-8c4c-0468d32bad1a,OH-LWI,33C,Aisle,Economy,Leisure,
8287d129-e029-4019-85bc-81b76da2e596,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-04-20,AY1255,15bd382d-c120-4385-94f6-95cfe61f1762,ae576c29-3f92-464d-a24e-8be699b4a1d9,16:45:00,18:05:00,02:20:00,cc41577b-3d8b-473e-a53e-8151d5a29bb0,91bbc220-843d-4956-98c8-2695400592b4,OH-LVK,8C,Aisle,Economy,Leisure,
ab9ca43c-fdc2-4680-a93a-4c08a49592a1,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-05-09,FR4091,ae576c29-3f92-464d-a24e-8be699b4a1d9,e0657f1a-3453-4bee-ad9e-fa7e93a053cf,19:30:00,20:40:00,01:10:00,dd906879-a36f-43c3-bfc1-94c6c183b7ab,c0c623c4-f23d-4969-b4db-5f5641bb0676,EI-DHV,28C,Aisle,Economy,Business,
c9fc58bb-fcdd-4d99-b699-a2494419d507,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-05-10,FR4092,e0657f1a-3453-4bee-ad9e-fa7e93a053cf,ae576c29-3f92-464d-a24e-8be699b4a1d9,21:05:00,22:15:00,01:10:00,dd906879-a36f-43c3-bfc1-94c6c183b7ab,c0c623c4-f23d-4969-b4db-5f5641bb0676,EI-DHV,28C,Aisle,Economy,Business,
a04542bb-5f88-4b9f-844e-1a3ce79e825c,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-05-31,AY1252,ae576c29-3f92-464d-a24e-8be699b4a1d9,15bd382d-c120-4385-94f6-95cfe61f1762,11:40:00,15:00:00,02:20:00,cc41577b-3d8b-473e-a53e-8151d5a29bb0,ab1d2055-0e3e-4448-bbe2-1f62965d7e5e,OH-LZN,6D,Aisle,Economy,Leisure,
c7f3ba63-bf34-4c7d-85a1-1eda68b57472,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-05-31,AY41,15bd382d-c120-4385-94f6-95cfe61f1762,ee39fa6b-89f9-4a84-82b6-1aeefe74b053,17:30:00,08:20:00,08:50:00,cc41577b-3d8b-473e-a53e-8151d5a29bb0,82bb6d20-1510-46e9-8c4c-0468d32bad1a,OH-LWI,33C,Aisle,Economy,Leisure,
0bab2bbe-1e6a-403f-9d49-edaa615666ce,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-06-04,OZ114,ee39fa6b-89f9-4a84-82b6-1aeefe74b053,f3f309e0-a98b-40d4-875d-2ded3bf10073,14:05:00,15:50:00,01:45:00,442e0b1e-922a-486f-aa96-ef4a303f5221,affeba25-0655-448c-8872-74dcdc9268a5,HL7516,20C,Aisle,Economy,Leisure,
2671fc17-518c-4a42-b227-5e4fde7620d4,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-06-07,AY78,f3f309e0-a98b-40d4-875d-2ded3bf10073,15bd382d-c120-4385-94f6-95cfe61f1762,10:45:00,14:45:00,10:00:00,cc41577b-3d8b-473e-a53e-8151d5a29bb0,82bb6d20-1510-46e9-8c4c-0468d32bad1a,OH-LWD,6A,Window,Business,Leisure,
5d36a2af-bec5-4692-8439-8df321ec0d9b,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-06-07,AY1267,15bd382d-c120-4385-94f6-95cfe61f1762,ae576c29-3f92-464d-a24e-8be699b4a1d9,22:10:00,23:40:00,02:30:00,cc41577b-3d8b-473e-a53e-8151d5a29bb0,91bbc220-843d-4956-98c8-2695400592b4,OH-LVL,6D,Aisle,Economy,Leisure,
d49041ba-68ed-411c-91b5-7673686d1ef9,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-07-31,FR4091,ae576c29-3f92-464d-a24e-8be699b4a1d9,e0657f1a-3453-4bee-ad9e-fa7e93a053cf,13:15:00,14:25:00,01:10:00,dd906879-a36f-43c3-bfc1-94c6c183b7ab,c0c623c4-f23d-4969-b4db-5f5641bb0676,EI-EVF,28D,Aisle,Economy,Business,
c332648c-6eae-4b6b-a01c-e1e54d9cf457,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-08-01,FR4092,e0657f1a-3453-4bee-ad9e-fa7e93a053cf,ae576c29-3f92-464d-a24e-8be699b4a1d9,21:05:00,22:15:00,01:10:00,dd906879-a36f-43c3-bfc1-94c6c183b7ab,c0c623c4-f23d-4969-b4db-5f5641bb0676,EI-EVF,25D,Aisle,Economy,Business,
5a2a505e-18f0-4ac1-bae5-a4bebd99780d,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-08-14,7O5046,ae576c29-3f92-464d-a24e-8be699b4a1d9,b0a659c7-8469-44cb-a056-e278624ed73c,20:05:00,23:20:00,02:15:00,25c051d7-d14b-4577-87af-b51551fca808,20ff1ca6-197c-4c5d-acb4-00537b36d88e,HA-LKG,1C,Aisle,Economy,Leisure,
f350959f-4a03-4706-aa75-19a88aae3880,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-08-22,7O5047,b0a659c7-8469-44cb-a056-e278624ed73c,ae576c29-3f92-464d-a24e-8be699b4a1d9,00:10:00,01:35:00,02:25:00,25c051d7-d14b-4577-87af-b51551fca808,c0c623c4-f23d-4969-b4db-5f5641bb0676,OK-TVJ,16D,Aisle,Economy,Leisure,
0cb2162f-9690-4805-8c5b-671dcb1c0247,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-11-17,FR4091,ae576c29-3f92-464d-a24e-8be699b4a1d9,e0657f1a-3453-4bee-ad9e-fa7e93a053cf,10:35:00,11:45:00,01:10:00,dd906879-a36f-43c3-bfc1-94c6c183b7ab,c0c623c4-f23d-4969-b4db-5f5641bb0676,EI-DLE,28D,Aisle,Economy,Leisure,
1108c126-f8e8-4b7f-b0cf-27c9de19d858,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-11-19,FR4092,e0657f1a-3453-4bee-ad9e-fa7e93a053cf,ae576c29-3f92-464d-a24e-8be699b4a1d9,17:25:00,18:35:00,01:10:00,dd906879-a36f-43c3-bfc1-94c6c183b7ab,c0c623c4-f23d-4969-b4db-5f5641bb0676,EI-DPT,28D,Aisle,Economy,Leisure,
e3cf3f35-80ad-4d7c-829e-726ebe165133,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-12-15,FR4090,ae576c29-3f92-464d-a24e-8be699b4a1d9,44fa8825-7af4-4980-b3d4-bc614f5a3088,06:25:00,08:05:00,01:40:00,dd906879-a36f-43c3-bfc1-94c6c183b7ab,c0c623c4-f23d-4969-b4db-5f5641bb0676,EI-FIT,30D,Aisle,Economy,Leisure,
bcb64d7a-f435-45a2-8077-a27833d6fefb,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2018-12-18,FR4089,44fa8825-7af4-4980-b3d4-bc614f5a3088,ae576c29-3f92-464d-a24e-8be699b4a1d9,08:35:00,10:15:00,01:40:00,dd906879-a36f-43c3-bfc1-94c6c183b7ab,c0c623c4-f23d-4969-b4db-5f5641bb0676,EI-GDW,30C,Aisle,Economy,Leisure,
79131f4f-758f-4d74-92fd-b07dfa94b2a7,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2019-12-03,W62375,ae576c29-3f92-464d-a24e-8be699b4a1d9,5b600a7c-dcb7-4245-b39f-79a2be42253a,06:05:00,08:40:00,02:35:00,5f2bb056-63d9-4ae0-9f48-324f389c86df,31e79a20-0dbe-4a69-a8ed-b1b100815ffa,HA-LVC,16C,Aisle,Economy,Leisure,
a3151045-1a0e-4813-a2ea-a1555ca590ea,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2019-12-07,W62376,5b600a7c-dcb7-4245-b39f-79a2be42253a,ae576c29-3f92-464d-a24e-8be699b4a1d9,09:20:00,12:00:00,02:40:00,5f2bb056-63d9-4ae0-9f48-324f389c86df,31e79a20-0dbe-4a69-a8ed-b1b100815ffa,HA-LVC,16C,Aisle,Economy,Leisure,
12273ad9-7566-49e3-b505-40a476079877,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2021-10-04,LO2001,ae576c29-3f92-464d-a24e-8be699b4a1d9,ee39fa6b-89f9-4a84-82b6-1aeefe74b053,15:15:00,08:55:00,10:40:00,bd9b71df-057e-4b1f-8f3c-d082199d8529,6daa8f11-b29e-468c-b980-f0332582ee6a,SP-LRC,26G,Aisle,Economy,Leisure,
1218ba69-6e88-4ff4-8a56-3821361c4284,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2022-02-03,LO98,ee39fa6b-89f9-4a84-82b6-1aeefe74b053,bdaa5dfb-40e9-4986-bb40-97ce247fb766,11:40:00,14:35:00,09:55:00,bd9b71df-057e-4b1f-8f3c-d082199d8529,6daa8f11-b29e-468c-b980-f0332582ee6a,SP-LRD,22G,Aisle,Economy,Leisure,
21c540eb-e3d4-48bf-8ccd-4e9f3b28fa0d,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2022-02-03,LO537,bdaa5dfb-40e9-4986-bb40-97ce247fb766,ae576c29-3f92-464d-a24e-8be699b4a1d9,16:00:00,17:25:00,01:25:00,bd9b71df-057e-4b1f-8f3c-d082199d8529,49dc7d3d-3d1f-4b7d-b42d-9b1dca714e3e,SP-LNP,13C,Aisle,Economy,Leisure,
e5597b43-6c76-4e73-adb4-a7ae52faf7ea,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2022-04-22,FR605,ae576c29-3f92-464d-a24e-8be699b4a1d9,d549830a-90a9-42c9-91aa-8cfd43faddab,19:50:00,21:45:00,01:55:00,dd906879-a36f-43c3-bfc1-94c6c183b7ab,c0c623c4-f23d-4969-b4db-5f5641bb0676,SP-RSR,12D,Aisle,Economy,Leisure,
f4d86108-2c5d-4ddd-a4a9-46c7d51452f1,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2022-04-26,FR604,d549830a-90a9-42c9-91aa-8cfd43faddab,ae576c29-3f92-464d-a24e-8be699b4a1d9,21:10:00,22:55:00,01:45:00,dd906879-a36f-43c3-bfc1-94c6c183b7ab,c0c623c4-f23d-4969-b4db-5f5641bb0676,SP-RKT,15D,Aisle,Economy,Leisure,
cbd33fa0-1dfe-4276-aa1d-1557e306c167,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2023-05-12,7O5436,ae576c29-3f92-464d-a24e-8be699b4a1d9,df9c54b4-1251-4420-8de6-999644458770,08:00:00,09:25:00,02:25:00,25c051d7-d14b-4577-87af-b51551fca808,c0c623c4-f23d-4969-b4db-5f5641bb0676,OM-TSG,18C,Aisle,Economy,Leisure,
e1abd027-01f9-440b-8daa-e8ca1c5da772,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2023-05-19,7O5437,df9c54b4-1251-4420-8de6-999644458770,ae576c29-3f92-464d-a24e-8be699b4a1d9,10:15:00,13:45:00,02:30:00,25c051d7-d14b-4577-87af-b51551fca808,c0c623c4-f23d-4969-b4db-5f5641bb0676,OK-TVO,4D,Aisle,Economy,Leisure,
886db713-882b-472f-902e-7cdfc206865f,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2023-06-27,7O5008,ae576c29-3f92-464d-a24e-8be699b4a1d9,7fb2982a-c3c0-4c20-889b-1ed0f31b78c3,05:00:00,08:40:00,02:40:00,25c051d7-d14b-4577-87af-b51551fca808,c0c623c4-f23d-4969-b4db-5f5641bb0676,OK-TVO,17C,Aisle,Economy,Leisure,
331bbabd-41e4-44cf-80a6-993ef832aea4,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2023-07-04,7O5009,7fb2982a-c3c0-4c20-889b-1ed0f31b78c3,ae576c29-3f92-464d-a24e-8be699b4a1d9,09:30:00,11:10:00,02:40:00,25c051d7-d14b-4577-87af-b51551fca808,cbb306bf-35ca-4dba-ab30-be29d4fd671b,LY-WSM,13D,Aisle,Economy,Leisure,
2b8405a3-da92-41ef-b0f2-bb4bf151bac6,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2023-10-16,FR2277,ae576c29-3f92-464d-a24e-8be699b4a1d9,a05b9c0e-37e2-4876-9755-6d9e90f1fee4,18:55:00,21:10:00,02:15:00,dd906879-a36f-43c3-bfc1-94c6c183b7ab,c0c623c4-f23d-4969-b4db-5f5641bb0676,SP-RSK,28C,Aisle,Economy,Leisure,
66c32ddb-f5bc-47df-9bce-61bd251e55d2,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2023-10-20,FR2278,a05b9c0e-37e2-4876-9755-6d9e90f1fee4,ae576c29-3f92-464d-a24e-8be699b4a1d9,13:05:00,15:20:00,02:15:00,dd906879-a36f-43c3-bfc1-94c6c183b7ab,59f3262f-a35d-44db-8c46-0780bb04aced,9H-VUX,28C,Aisle,Economy,Leisure,
e3a7bb3f-ee7a-4fc2-8c3e-cd1b6c2fdd54,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2023-12-16,A3877,ae576c29-3f92-464d-a24e-8be699b4a1d9,0be74543-d8a1-4816-bcf8-c08bff310eee,10:45:00,13:45:00,02:00:00,d917c89c-e2d5-4386-a9f2-7624d934f7df,cbb306bf-35ca-4dba-ab30-be29d4fd671b,SX-DVR,18D,Aisle,Economy,Leisure,
4c56ce07-1306-4fd1-b916-f6e6f59714de,b252a9a4-08ac-4aef-a9bc-37e6d00bd161,2023-12-16,A3336,0be74543-d8a1-4816-bcf8-c08bff310eee,7fb2982a-c3c0-4c20-889b-1ed0f31b78c3,17:05:00,17:55:00,00:50:00,d917c89c-e2d5-4386-a9f2-7624d934f7df,cbb306bf-35ca-4dba-ab30-be29d4fd671b,SX-DVL,19D,Aisle,Economy,Leisure,